Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
968,1192.9652,1192.9652,0.5833,106.0459,107.9101,116.0249,1.8293,1,1,946,819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0644,0.2473,15.5228,294.4281,0.3127,2023-03-14,38.9735,89.8898,38.9735,193.1609,110.1090,46.7449,-85.0000,-25.0000,1.3512,0.4253,0.0000,0.0214,286.0241,6.1188,Dag_20230314_1m_4x-01_000003.tif,80,52,916,208,108.2524,121.6484,55C4EC06-20ED-4870-B793-9DE1DC91D8FB,1,584.2859,0.9827,1.0941,1.0752,1.9845,0.0000,0.0000,0.0000,24.5285,659,0.0000,0,0.0000,0.0000,56616.0000,0.2545,15:08:10,2023-03-14T15:08:10.700,0.5664,3.099599e+04,3.803027e+05,63.1108
969,347.4316,347.4316,0.7614,120.3731,128.3881,131.7711,1.8293,1,1,990,1890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8372,0.9204,0.9592,1.0864,83.2608,1.0000,2023-03-14,21.0324,22.6630,21.0324,43.5106,110.2810,1.0000,-70.0000,0.0000,0.0000,1.1072,0.0000,1.0000,23.9569,23.9569,Dag_20230314_1m_4x-01_000003.tif,28,24,970,208,126.4129,26.5249,9572E672-3772-464E-9AC7-242CCEC57D96,1,95.8275,0.9376,1.0947,1.0264,1.1509,0.0000,0.0000,0.0000,16.9923,660,0.0000,0,0.0000,0.0000,25409.0000,0.8913,15:08:10,2023-03-14T15:08:10.866,0.0719,4.871556e+03,6.094674e+03,17.3783
970,1159.8523,1159.8523,0.3568,106.9315,109.8180,111.3699,1.8293,1,1,296,1180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1754,0.3164,0.4476,3.1609,203.0513,0.7068,2023-03-14,38.4288,60.9259,38.4288,99.3089,110.2810,7.8019,-80.0000,0.0000,0.3877,0.7206,0.0000,0.1282,115.5039,14.8045,Dag_20230314_1m_4x-01_000003.tif,58,33,996,208,109.1057,83.2331,B0B3E98B-91A9-4B03-B9EC-7D5E931CA64A,1,260.6168,0.9737,1.0415,1.0141,1.2835,0.0000,0.0000,0.0000,28.7238,660,0.0000,0,0.0000,0.0000,55753.0000,0.3732,15:08:10,2023-03-14T15:08:10.866,0.3693,2.971446e+04,1.184141e+05,33.8421
971,602.5624,922.4769,0.8099,134.0594,139.0099,141.1452,1.8293,1,1,391,115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8321,0.9383,0.9703,1.0657,125.0494,1.0000,2023-03-14,27.6985,35.9762,34.2715,42.1385,110.2810,1.0000,50.0000,0.0000,0.0000,1.1943,0.0000,1.0000,34.4619,34.4619,Dag_20230314_1m_4x-01_000003.tif,35,32,1031,208,137.7624,41.1593,D4EACD19-0752-475D-8D48-3C5DCD1C1E04,1,137.8475,0.9644,1.0529,1.0154,1.1023,0.0000,0.0000,0.0000,8.4893,660,0.0000,0,0.0000,0.0000,41742.0000,0.8455,15:08:10,2023-03-14T15:08:10.866,0.2301,1.112671e+04,2.438067e+04,32.0127
972,546.1274,546.1274,0.7092,68.7580,73.1103,74.9359,1.8293,1,1,930,912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7522,0.8572,0.9267,1.1666,102.1895,1.0000,2023-03-14,26.3695,28.4558,26.3695,194.8868,110.4530,1.0000,15.0000,-75.0000,0.0000,1.1529,0.0000,1.0000,29.3528,29.3528,Dag_20230314_1m_4x-01_000003.tif,28,32,1065,208,72.0285,33.8421,56F9F0D4-0717-4DDE-BC99-9C1414F7E4DE,1,117.4114,0.9405,1.0899,1.0250,1.1490,0.0000,0.0000,0.0000,34.6966,661,0.0000,0,0.0000,0.0000,20240.0000,0.8286,15:08:11,2023-03-14T15:08:11.033,0.0733,9.600741e+03,1.206452e+04,21.0369
973,318.7450,318.7450,0.7586,120.5714,126.8307,129.8624,1.8293,1,1,407,818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8374,0.9577,0.9602,1.0442,79.8349,1.0000,2023-03-14,20.1454,21.8500,20.1454,45.3182,110.4530,1.0000,-25.0000,-90.0000,0.0000,1.1647,0.0000,1.0000,22.7743,22.7743,Dag_20230314_1m_4x-01_000003.tif,24,27,1099,208,125.2910,26.5249,BE2FA128-06B4-4364-89E3-17A9030E2211,1,91.0973,0.9506,1.0771,1.0239,1.1411,0.0000,0.0000,0.0000,19.7140,661,0.0000,0,0.0000,0.0000,23680.0000,0.8501,15:08:11,2023-03-14T15:08:11.033,0.0780,4.280838e+03,5.461995e+03,17.3783
974,1556.3339,1570.4593,0.7267,126.5528,133.4579,136.4885,1.8293,1,1,458,1785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0822,0.1198,0.3780,8.3457,270.2539,0.4305,2023-03-14,44.5150,82.3185,44.7166,61.5556,110.7810,24.1774,-65.0000,15.0000,1.4025,0.4162,0.0000,0.0414,230.7294,9.5432,Dag_20230314_1m_4x-01_000003.tif,66,52,1128,208,131.7243,96.0382,4AE6CFDB-556A-4762-90E2-84132F6F92EC,2,480.5451,0.9483,1.0785,1.0227,1.7781,0.0000,0.0000,0.0000,15.8487,663,0.0000,0,0.0000,0.0000,86016.0000,0.2033,15:08:11,2023-03-14T15:08:11.367,0.4592,4.618681e+04,2.920727e+05,61.2815
975,541.0298,610.3071,0.5820,121.7814,124.6882,126.6093,1.8293,1,1,806,1460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6725,0.8189,0.8652,1.2212,110.3770,1.0000,2023-03-14,26.2462,31.4538,27.8759,114.5424,110.7810,1.0000,-40.0000,60.0000,0.0000,1.3134,0.0000,1.0000,31.3391,31.3391,Dag_20230314_1m_4x-01_000003.tif,30,33,0,295,124.0215,41.1593,7C8430E2-2C76-4139-AD76-99A602FD5BF0,1,125.3563,0.9767,1.0396,1.0154,1.1357,0.0000,0.0000,0.0000,17.4284,663,0.0000,0,0.0000,0.0000,34602.0000,0.8524,15:08:11,2023-03-14T15:08:11.367,0.1656,9.466633e+03,1.629363e+04,21.0369
976,323.5013,323.5013,0.8424,85.7539,93.2199,97.3298,1.8293,1,1,739,1752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8009,0.7149,0.9342,1.3987,87.5252,0.9745,2023-03-14,20.2952,23.8825,20.2952,151.7708,110.9530,1.8552,0.0000,70.0000,0.2982,0.7703,0.0000,0.5390,34.4345,18.5613,Dag_20230314_1m_4x-01_000003.tif,26,29,35,295,91.5079,26.5249,15221D60-24FE-44E1-A0D8-982EA70CE677,1,105.9917,0.9199,1.1350,1.0441,1.2110,0.0000,0.0000,0.0000,32.9163,664,0.0000,0,0.0000,0.0000,17478.0000,0.7018,15:08:11,2023-03-14T15:08:11.535,0.1502,4.377013e+03,7.132463e+03,19.2077
977,553.7844,561.4540,0.8160,124.7359,130.4155,132.9261,1.8293,1,1,742,1347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7159,0.6922,0.9087,1.4447,108.0656,0.9948,2023-03-14,26.5537,30.4375,26.7370,60.5246,110.9530,2.0513,50.0000,-45.0000,0.3115,0.7625,0.0000,0.4875,44.3849,21.6380,Dag_20230314_1m_4x-01_000003.tif,32,30,66,295,129.0176,33.8421,1AA0EA0D-1F98-463F-BE99-3D9E3DABA90B,1,132.0458,0.9565,1.0657,1.0193,1.2219,0.0000,0.0000,0.0000,13.8956,664,0.0000,0,0.0000,0.0000,36641.0000,0.6253,15:08:11,2023-03-14T15:08:11.535,0.1276,9.803359e+03,1.476476e+04,26.5249
978,1154.3415,1187.4407,0.5130,127.1277,133.8153,137.9804,1.8293,1,1,194,168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1341,0.2576,7.4557,275.2460,0.3822,2023-03-14,38.3374,83.7921,38.8831,67.9725,110.9530,21.3758,-55.0000,20.0000,0.6885,0.5922,0.0000,0.0468,193.0480,9.0311,Dag_20230314_1m_4x-01_000003.tif,62,55,98,295,132.2868,114.3312,9428240B-9B0A-495A-A587-9098C2A0DB9A,1,404.1584,0.9500,1.0854,1.0311,1.4684,0.0000,0.0000,0.0000,12.8133,664,0.0000,0,0.0000,0.0000,67334.0000,0.0936,15:08:11,2023-03-14T15:08:11.535,0.5425,2.950294e+04,3.080406e+05,55.7936
979,2514.6111,2537.9887,0.8915,115.4483,114.4331,121.8895,1.8293,1,1,885,42,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0313,0.2628,31.9480,439.5509,0.2245,2023-03-14,56.5836,135.9272,56.8460,170.2791,110.9530,98.3573,-60.0000,40.0000,3.0345,0.2479,0.0000,0.0102,571.9807,5.8153,Dag_20230314_1m_4x-01_000003.tif,87,88,155,295,115.5720,141.7707,E06072A2-E032-4761-BA3E-C9604A5B9B12,1,1155.5922,1.0089,1.0558,1.0652,2.6290,0.0000,0.0000,0.0000,23.7809,664,0.0000,0,0.0000,0.0000,113954.0000,0.1652,15:08:11,2023-03-14T15:08:11.535,0.5837,9.485714e+04,1.314974e+06,125.3070
980,525.7716,551.2307,0.7474,121.1429,128.9817,131.0513,1.8293,1,1,848,1024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7269,0.8035,0.9056,1.2445,105.9377,1.0000,2023-03-14,25.8734,29.8278,26.4924,43.1930,111.1090,1.0000,-75.0000,0.0000,0.0000,1.2326,0.0000,1.0000,30.4244,30.4244,Dag_20230314_1m_4x-01_000003.tif,33,27,245,295,126.8608,37.5007,EF81BA15-F346-4E42-A965-F7D6E2B53968,1,121.6977,0.9392,1.0818,1.0160,1.1488,0.0000,0.0000,0.0000,19.5445,665,0.0000,0,0.0000,0.0000,34633.0000,0.6327,15:08:11,2023-03-14T15:08:11.701,0.1326,9.069001e+03,1.389505e+04,22.8663
981,1212.3183,1212.3183,0.2897,106.7000,110.3094,112.3830,1.8293,1,1,355,504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1320,0.3224,0.4521,3.1022,209.1925,0.8018,2023-03-14,39.2883,62.8060,39.2883,96.4844,111.1090,7.6145,-80.0000,5.0000,0.2580,0.7949,0.0000,0.1313,116.2103,15.2616,Dag_20230314_1m_4x-01_000003.tif,63,30,274,295,109.4585,92.3796,4F53E7F7-4893-41F6-B3AE-2A0D30E691C6,1,262.9438,0.9673,1.0533,1.0188,1.2569,0.0000,0.0000,0.0000,27.4625,665,0.0000,0,0.0000,0.0000,58013.0000,0.4026,15:08:11,2023-03-14T15:08:11.701,0.3744,3.175329e+04,1.297183e+05,24.6955
982,530.8518,535.9379,0.6109,131.5309,138.7309,142.3382,1.8293,1,1,866,1885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3778,0.1777,0.4977,5.6260,139.4655,0.7176,2023-03-14,25.9981,40.6003,26.1224,53.4308,111.2810,15.6106,55.0000,0.0000,1.3073,0.4334,0.0000,0.0641,120.2914,7.7058,Dag_20230314_1m_4x-01_000003.tif,35,28,306,295,137.0291,52.1350,51AAEA6A-C5AD-4123-8191-2001A162D076,1,255.9943,0.9481,1.0822,1.0260,1.8355,0.0000,0.0000,0.0000,9.3260,666,0.0000,0,0.0000,0.0000,37683.0000,0.3031,15:08:11,2023-03-14T15:08:11.869,0.3597,9.200761e+03,3.504179e+04,24.6955
983,1903.6004,1912.2027,0.8867,110.7845,110.9703,114.3897,1.8293,1,1,434,1778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0719,0.3136,13.9027,359.4745,0.2770,2023-03-14,49.2315,110.4694,49.3426,143.5382,111.4530,41.6528,-40.0000,50.0000,1.7483,0.3639,0.0000,0.0240,329.3037,7.9059,Dag_20230314_1m_4x-01_000003.tif,74,73,336,295,111.3071,119.8191,67BD23CA-CDA1-460B-B464-27C57CFD30FD,1,674.4193,0.9983,1.0325,1.0308,1.8761,0.0000,0.0000,0.0000,25.4578,667,0.0000,0,0.0000,0.0000,86263.0000,0.1421,15:08:12,2023-03-14T15:08:12.034,0.5543,6.247805e+04,7.058697e+05,101.5262
984,490.3793,490.3793,0.2362,114.0386,117.1197,120.7876,1.8293,1,1,662,1383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,0.2469,0.3208,4.0500,152.2620,0.7296,2023-03-14,24.9874,44.5130,24.9874,121.1753,111.4530,10.6295,65.0000,-20.0000,0.4780,0.6766,0.0000,0.0941,95.9822,9.0298,Dag_20230314_1m_4x-01_000003.tif,48,28,411,295,116.6023,64.9402,E68243FF-0AC5-41EB-84A9-9CB90E1E0AB2,1,210.0241,0.9737,1.0592,1.0313,1.3794,0.0000,0.0000,0.0000,23.6539,667,0.0000,0,0.0000,0.0000,30200.0000,0.3949,15:08:12,2023-03-14T15:08:12.034,0.4386,8.168871e+03,4.618046e+04,15.5490
985,337.8304,337.8304,0.7492,94.6091,101.1929,103.7665,1.8293,1,1,562,1368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7372,0.7227,0.8903,1.3837,89.9835,0.9875,2023-03-14,20.7398,24.7464,20.7398,160.7551,111.6090,1.7875,-60.0000,75.0000,0.1373,0.8793,0.0000,0.5594,34.3276,19.2040,Dag_20230314_1m_4x-01_000003.tif,26,29,441,295,99.5127,30.1835,C198F88D-3A4C-431D-95FB-5F7C2D81D2A1,1,107.0633,0.9349,1.0968,1.0254,1.1898,0.0000,0.0000,0.0000,25.3046,668,0.0000,0,0.0000,0.0000,19604.0000,0.6645,15:08:12,2023-03-14T15:08:12.200,0.1619,4.671021e+03,7.934742e+03,17.3783
986,863.3057,863.3057,0.5564,105.2736,109.7910,114.4950,1.8293,1,1,248,763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0935,0.2067,10.6961,266.4765,0.2998,2023-03-14,33.1541,80.8449,33.1541,169.8112,111.7810,31.5712,50.0000,-65.0000,0.8621,0.5370,0.0000,0.0317,206.0835,6.5276,Dag_20230314_1m_4x-01_000003.tif,63,50,472,295,108.9826,110.6726,5AE049B1-6F1F-44B3-AB91-B32BC31830CA,1,425.2222,0.9589,1.0876,1.0428,1.5957,0.0000,0.0000,0.0000,24.8460,669,0.0000,0,0.0000,0.0000,43811.0000,0.0854,15:08:12,2023-03-14T15:08:12.368,0.5899,1.908142e+04,2.766664e+05,57.6229
987,2473.7336,2500.0071,0.8925,112.8693,120.0833,125.4568,1.8293,1,1,732,290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,0.0429,0.3276,23.3289,398.4745,0.2733,2023-03-14,56.1218,123.2745,56.4190,109.3809,111.7810,71.2760,80.0000,35.0000,2.5494,0.2817,0.0000,0.0140,483.7166,6.7865,Dag_20230314_1m_4x-01_000003.tif,88,83,524,295,118.5545,136.2828,FB694860-BBF5-4767-A71C-3EA1D436B632,3,981.0063,0.9399,1.1115,1.0447,2.4619,0.0000,0.0000,0.0000,22.0425,669,0.0000,0,0.0000,0.0000,115235.0000,0.1513,15:08:12,2023-03-14T15:08:12.368,0.5447,9.255357e+04,9.808855e+05,110.6726
988,452.8083,452.8083,0.8775,91.1270,96.8975,97.8443,1.8293,1,1,342,480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9148,0.9970,0.9922,1.0030,90.4428,1.0000,2023-03-14,24.0111,25.1021,24.0111,97.7917,111.9530,1.0000,20.0000,-90.0000,0.0000,1.1180,0.0000,1.0000,25.3613,25.3613,Dag_20230314_1m_4x-01_000003.tif,27,28,609,295,95.2951,28.3541,35CA7ABF-ABC8-4FD7-B7E4-50CA36579F82,1,101.4454,0.9404,1.0737,1.0098,1.1217,0.0000,0.0000,0.0000,31.1463,670,0.0000,0,0.0000,0.0000,23252.0000,0.9200,15:08:12,2023-03-14T15:08:12.535,0.0435,7.248286e+03,8.281839e+03,22.8663
989,793.8958,793.8958,0.6418,76.8989,84.6117,87.6064,1.8293,1,1,906,978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5459,0.4911,0.8136,2.0361,142.9412,0.8806,2023-03-14,31.7934,41.6166,31.7934,123.6190,112.4530,4.1559,-70.0000,0.0000,0.2961,0.7716,0.0000,0.2406,72.3119,17.3999,Dag_20230314_1m_4x-01_000003.tif,42,31,639,295,82.6516,55.7936,EF8A2A0C-AC2D-48F6-A8C9-63FAAAFF6879,2,179.4237,0.9088,1.1392,1.0354,1.2552,0.0000,0.0000,0.0000,40.5275,673,0.0000,0,0.0000,0.0000,31077.0000,0.5828,15:08:13,2023-03-14T15:08:13.034,0.2360,1.682709e+04,3.773963e+04,30.1835
990,1412.8463,1415.6489,0.7725,127.8654,135.2492,139.4502,1.8293,1,1,819,1536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1092,0.2547,9.1575,338.2078,0.2748,2023-03-14,42.4133,103.8636,42.4554,44.5450,112.6090,26.7316,-40.0000,15.0000,0.9994,0.5002,0.0000,0.0374,232.2501,8.6882,Dag_20230314_1m_4x-01_000003.tif,74,65,672,295,133.4983,116.1606,7232C3B7-37D4-40C2-AEB6-1DAF7D888C79,3,481.8767,0.9454,1.0906,1.0311,1.4248,0.0000,0.0000,0.0000,15.4456,674,0.0000,0,0.0000,0.0000,80366.0000,0.2484,15:08:13,2023-03-14T15:08:13.202,0.5916,3.994902e+04,5.866629e+05,72.2574
991,2325.1950,2333.9159,0.9260,113.4908,112.5765,118.9338,1.8293,1,1,219,1489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0411,0.0408,0.3275,24.5190,389.2047,0.2653,2023-03-14,54.4108,119.8700,54.5127,142.1946,112.7810,75.0152,-90.0000,60.0000,2.7881,0.2640,0.0000,0.0133,481.6102,6.4202,Dag_20230314_1m_4x-01_000003.tif,84,80,739,295,113.5820,127.1363,DC827EC1-E92F-4C84-B8EB-7B5E13E2274E,1,976.0608,1.0081,1.0480,1.0565,2.5078,0.0000,0.0000,0.0000,23.0306,675,0.0000,0,0.0000,0.0000,104609.0000,0.3066,15:08:13,2023-03-14T15:08:13.368,0.5461,8.434374e+04,9.018405e+05,110.6726
992,3295.4603,3313.2772,0.6829,121.2614,128.8265,132.8585,1.8293,1,1,441,456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0691,0.0764,0.4122,13.0866,394.7400,0.3596,2023-03-14,64.7758,121.8009,64.9507,55.0522,112.9530,39.0871,-15.0000,80.0000,1.8601,0.3496,0.0000,0.0256,405.4801,10.3737,Dag_20230314_1m_4x-01_000003.tif,71,89,821,295,127.0280,141.7707,673589C4-B01A-463C-BDC0-F7611D1A9AAD,2,831.7076,0.9413,1.0956,1.0313,2.1070,0.0000,0.0000,0.0000,18.6631,676,0.0000,0,0.0000,0.0000,158912.0000,0.2212,15:08:13,2023-03-14T15:08:13.535,0.4682,1.423108e+05,9.461283e+05,101.5262
993,1118.5786,1121.3260,0.6468,113.5141,120.0323,125.7177,1.8293,1,1,927,1036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0830,0.2212,12.0516,323.2084,0.2550,2023-03-14,37.7388,99.1887,37.7851,131.5957,113.1090,35.8333,80.0000,-40.0000,0.9482,0.5133,0.0000,0.0279,244.1218,6.8127,Dag_20230314_1m_4x-01_000003.tif,81,63,912,295,118.7319,125.3070,8B28D7E0-A079-4688-847E-9A4631BE2362,1,501.8690,0.9457,1.1075,1.0474,1.5528,0.0000,0.0000,0.0000,22.9885,677,0.0000,0,0.0000,0.0000,58891.0000,0.2300,15:08:13,2023-03-14T15:08:13.701,0.6195,2.814256e+04,5.109582e+05,68.5987
994,381.3239,381.3239,0.0852,112.4744,114.8837,121.6930,1.8293,1,1,860,251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1867,0.1650,5.3551,194.5941,1.0000,2023-03-14,22.0344,58.1311,22.0344,125.1161,113.1090,14.7558,70.0000,-10.0000,0.1153,0.8966,0.0000,0.0678,103.0353,6.9827,Dag_20230314_1m_4x-01_000003.tif,64,22,977,295,114.9163,92.3796,825C354E-D3FC-418C-9A84-A39BCB9E940A,1,220.0360,0.9790,1.0820,1.0593,1.1307,0.0000,0.0000,0.0000,23.3187,677,0.0000,0,0.0000,0.0000,24707.0000,0.6938,15:08:13,2023-03-14T15:08:13.701,0.6210,5.601506e+03,1.028547e+05,5.4879
995,2596.4919,2608.2025,0.9033,124.8481,132.1302,135.9882,1.8293,1,1,481,1794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0929,0.3452,10.7688,386.8451,0.3129,2023-03-14,57.4974,119.5143,57.6270,50.9554,113.2810,31.7998,15.0000,-60.0000,1.5888,0.3863,0.0000,0.0314,329.1327,10.3501,Dag_20230314_1m_4x-01_000003.tif,81,79,1001,295,130.3866,127.1363,F76C8098-72D4-40DC-914C-F8BF943E6880,2,678.9657,0.9449,1.0892,1.0292,1.7551,0.0000,0.0000,0.0000,17.1216,678,0.0000,0,0.0000,0.0000,132212.0000,0.1372,15:08:13,2023-03-14T15:08:13.868,0.5189,9.952776e+04,8.938361e+05,110.6726
996,316.3706,316.3706,0.6741,92.7713,98.1915,102.6383,1.8293,1,1,194,1308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7857,0.9659,0.9272,1.0353,80.1317,1.0000,2023-03-14,20.0703,21.6467,20.0703,138.3810,113.4530,1.0000,-30.0000,55.0000,0.0000,1.2536,0.0000,1.0000,22.6174,22.6174,Dag_20230314_1m_4x-01_000003.tif,24,28,1082,295,97.0851,28.3541,859DC92B-F1AA-429C-8312-D746237BFEFF,1,90.4696,0.9448,1.1064,1.0453,1.1290,0.0000,0.0000,0.0000,26.3441,679,0.0000,0,0.0000,0.0000,18252.0000,0.8744,15:08:14,2023-03-14T15:08:14.035,0.0728,4.233095e+03,5.310981e+03,15.5490
997,643.9950,643.9950,0.7489,105.9373,114.5549,118.3229,1.8293,1,1,789,74,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7826,0.9057,0.9466,1.1041,108.6680,1.0000,2023-03-14,28.6349,30.8948,28.6349,54.7018,113.4530,1.0000,10.0000,-90.0000,0.0000,1.1725,0.0000,1.0000,30.4244,30.4244,Dag_20230314_1m_4x-01_000003.tif,28,33,1112,295,112.3981,35.6713,A30F38A5-9259-4C72-9749-5E29DB21CDFD,1,121.6977,0.9248,1.1169,1.0329,1.1199,0.0000,0.0000,0.0000,26.2996,679,0.0000,0,0.0000,0.0000,35855.0000,0.8216,15:08:14,2023-03-14T15:08:14.035,0.0731,1.229384e+04,1.544033e+04,24.6955
998,352.2463,352.2463,0.8389,101.8276,104.5862,106.0345,1.8293,1,1,216,1118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8769,0.9332,0.9808,1.0716,82.7981,1.0000,2023-03-14,21.1777,22.5106,21.1777,98.5000,113.6090,1.0000,5.0000,-70.0000,0.0000,1.1093,0.0000,1.0000,23.9109,23.9109,Dag_20230314_1m_4x-01_000003.tif,26,28,1147,295,103.9409,26.5249,7661C21F-28EA-490E-B444-AA90128E3C63,1,95.6436,0.9736,1.0413,1.0138,1.1551,0.0000,0.0000,0.0000,27.3324,680,0.0000,0,0.0000,0.0000,21100.0000,0.8672,15:08:14,2023-03-14T15:08:14.202,0.0592,4.973172e+03,5.972513e+03,19.2077
999,693.5841,696.2051,0.2252,94.2071,95.3787,97.5118,1.8293,1,1,843,823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0278,0.1607,0.2587,6.2224,206.3306,0.6500,2023-03-14,29.7170,61.7897,29.7731,165.8000,113.6090,17.4911,-85.0000,5.0000,0.5248,0.6558,0.0000,0.0572,140.8619,8.0533,Dag_20230314_1m_4x-01_000003.tif,64,26,0,385,95.2870,92.3796,28B865F4-B069-4371-B8DC-92B096C832BD,1,297.8305,0.9877,1.0351,1.0224,1.4435,0.0000,0.0000,0.0000,31.5441,680,0.0000,0,0.0000,0.0000,32207.0000,0.1405,15:08:14,2023-03-14T15:08:14.202,0.5191,1.374081e+04,1.235227e+05,17.3783
1000,2307.7597,2316.4763,0.7759,101.3814,102.3224,108.7016,1.8293,1,1,855,508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0081,0.0396,0.3204,25.2789,387.3094,0.2676,2023-03-14,54.2064,119.6667,54.3086,191.5590,113.9530,77.4030,-85.0000,20.0000,2.6267,0.2757,0.0000,0.0129,487.6243,6.2998,Dag_20230314_1m_4x-01_000003.tif,87,74,28,385,102.7607,134.4536,FF869D2E-160D-4A50-9D56-B5DCCB75B850,1,987.8481,0.9908,1.0722,1.0623,2.5505,0.0000,0.0000,0.0000,26.8946,682,0.0000,0,0.0000,0.0000,94026.0000,0.1898,15:08:14,2023-03-14T15:08:14.535,0.5470,8.339686e+04,8.972607e+05,103.3554
1001,1157.0966,1157.0966,0.4885,108.4843,112.4471,117.5059,1.8293,1,1,717,118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0588,0.1910,17.0075,329.4753,0.2562,2023-03-14,38.3831,101.1196,38.3831,165.4246,113.9530,51.4112,55.0000,-40.0000,1.2031,0.4539,0.0000,0.0195,296.2095,5.7616,Dag_20230314_1m_4x-01_000003.tif,79,63,104,385,111.8549,134.4536,9E18077F-2BD9-4CB1-BB91-FECC2AC63498,1,603.9421,0.9648,1.0832,1.0450,1.8330,0.0000,0.0000,0.0000,24.0277,682,0.0000,0,0.0000,0.0000,57046.0000,0.1953,15:08:14,2023-03-14T15:08:14.535,0.6204,2.960863e+04,5.413837e+05,63.1108
1002,316.3706,316.3706,0.2503,129.2128,137.7021,141.4309,1.8293,1,1,868,1394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2640,0.4420,0.4049,2.2627,116.5948,0.9377,2023-03-14,20.0703,33.2323,20.0703,41.1563,114.1090,4.9044,-90.0000,0.0000,0.1042,0.9056,0.0000,0.2039,55.5467,11.3258,Dag_20230314_1m_4x-01_000003.tif,42,20,169,385,135.5957,50.3057,EE76C39E-AE99-48E6-B458-3FA5C55D1C41,1,133.7451,0.9383,1.0946,1.0271,1.1471,0.0000,0.0000,0.0000,10.1162,683,0.0000,0,0.0000,0.0000,25492.0000,0.3561,15:08:14,2023-03-14T15:08:14.701,0.3961,4.233095e+03,1.921672e+04,10.0611
